dateCreated,doccat,doctype,filename,title
28/05/2024 13:16,agvit,,6.-AGVIT-Announcement-FINAL-28.5.24.pdf,6 AGVIT Announcement FINAL 28 5 24
28/05/2024 13:14,aslit,,5.-Redline-Articles-ASLIT-2017-v.-2020.pdf,5 Redline Articles ASLIT 2017 v 2020
28/05/2024 13:10,aslit,,2.-ASLIT-Scheme-Circular_WEB_FINAL_28.5.24.pdf,2 ASLIT Scheme Circular WEB FINAL 28 5 24
28/05/2024 13:09,aslit,,1.-ASLIT-Proposals-Announcement-28.5.24.pdf,1 ASLIT Proposals Announcement 28 5 24
20/05/2024 15:26,aslit,,ASLIT-Updated-Announcement-29-Apr-2024.pdf,ASLIT Updated Announcement 29 Apr 2024
20/05/2024 15:23,aslit,,ASLIT-Extract-from-Chairmans-statement-Interim-Results-29-Jan-2024.pdf,ASLIT Extract from Chairmans statement Interim Results 29 Jan 2024
13/03/2024 16:27,afund,,AFUND-Prospectus_2024-03-13-162744_hdll.pdf,AFUND Prospectus
13/03/2024 16:10,afund,,AFUND-Prospectus_2024-03-13-161039_luye.pdf,AFUND Prospectus
13/03/2024 14:47,ascot,,ASCOT-Investor-Disclosure-Document_2024-03-13-144727_ribr.pdf,ASCOT Investor Disclosure Document
12/03/2024 13:42,ascot,,ASCOT-PRIIPs-KID-Feb24.pdf,ASCOT PRII Ps KID Feb24
05/03/2024 15:30,ascot,,ASCOT-AGM-Results-2024.pdf,ASCOT AGM Results 2024
05/03/2024 13:15,ascot,,ASCOT-AGM-Investor-Presentation-2024.pdf,ASCOT AGM Investor Presentation 2024
21/02/2024 17:01,afund,,AFUND-Investing-Checklist_2024-02-21-170120_sciw.pdf,AFUND Investing Checklist
21/02/2024 17:00,afund,,AFUND-Tax-Compliance-Requirements_2024-02-21-170029_jqou.pdf,AFUND Tax Compliance Requirements
21/02/2024 16:59,afund,,AFUND-Application-Pack_2024-02-21-165956_pefx.pdf,AFUND Application Pack
21/02/2024 16:59,afund,,AFUND-SID_2024-02-21-165915_mqyw.pdf,AFUND SID
06/02/2024 16:32,afund,,afund1223annual.pdf,Afund1223annual
06/02/2024 15:55,afund,,AFUND-Assessment-of-Value-Report-CY-2023.pdf,AFUND Assessment of Value Report CY 2023
06/02/2024 14:27,afund,,AFUND-KIID_2024-02-06-142759_lvku.pdf,AFUND KIID
06/02/2024 14:27,afund,,AFUND-Application-Pack_2024-02-06-142733_ghaq.pdf,AFUND Application Pack
06/02/2024 14:27,afund,,AFUND-Prospectus_2024-02-06-142707_zajm.pdf,AFUND Prospectus
05/02/2024 13:34,ascot,,ASCOT-Form-of-Proxy_2024-02-05-133430_qbhj.pdf,ASCOT Form of Proxy
05/02/2024 13:33,ascot,,ASCOT-Form-of-Proxy_2024-02-05-133305_jclk.pdf,ASCOT Form of Proxy
02/02/2024 15:25,aslit,,aslit1223interim.pdf,Aslit1223interim
02/02/2024 15:23,ascot,,ascot1223annual.pdf,Ascot1223annual
18/12/2023 10:29,afund,,AFUND-Investor-Presentation-WEBSITE-202311_2023-12-18-102919_tyog.pdf,AFUND Investor Presentation WEBSITE 202311
18/12/2023 10:29,aslit,,ASLIT-Investor-Presentation-WEBSITE-202311_2023-12-18-102908_sykq.pdf,ASLIT Investor Presentation WEBSITE 202311
08/12/2023 15:11,afund,,AFUND-Investor-Presentation-WEBSITE-202311_2023-12-08-151134_rigo.pdf,AFUND Investor Presentation WEBSITE 202311
08/12/2023 15:03,afund,,AFUND-Investor-Presentation-WEBSITE-202311.pdf,AFUND Investor Presentation WEBSITE 202311
08/12/2023 15:01,aslit,,ASLIT-Investor-Presentation-WEBSITE-202311.pdf,ASLIT Investor Presentation WEBSITE 202311
31/10/2023 15:03,aslit,,ASLIT-AGM-Investor-Presentation.pdf,ASLIT AGM Investor Presentation
31/10/2023 15:01,aslit,,ASLIT-AGM-Results_2023-10-31-150119_ctvb.pdf,ASLIT AGM Results
18/08/2023 07:30,aslit,,ASLIT-ZDP-PRIIPs-KID_2023-08-18-073052_ymtt.pdf,ASLIT ZDP PRII Ps KID
18/08/2023 07:30,aslit,,ASLIT-ORD-PRIIPs-KID_2023-08-18-073003_mkzv.pdf,ASLIT ORD PRII Ps KID
04/08/2023 11:53,aslit,,ASLIT-Investor-Disclosure-Document_2023-08-04-115359_acoc.pdf,ASLIT Investor Disclosure Document
03/08/2023 09:17,afund,,AFUND-Application-Pack_2023-08-03-091724_eqyr.pdf,AFUND Application Pack
03/08/2023 09:16,afund,,AFUND-KIID_2023-08-03-091626_dqbi.pdf,AFUND KIID
03/08/2023 09:15,afund,,AFUND-KIID_2023-08-03-091519_ttkg.pdf,AFUND KIID
03/08/2023 09:14,afund,,afund0623interim.pdf,Afund0623interim
01/08/2023 13:25,aslit,,ASLIT-AGM-Proxy-Form.pdf,ASLIT AGM Proxy Form
01/08/2023 10:23,aslit,,aslit0623annual.pdf,Aslit0623annual
01/08/2023 10:22,ascot,,ascot0623interim.pdf,Ascot0623interim
15/06/2023 12:13,afund,,AFUND-Investor-Presentation-202305-website-version.pdf,AFUND Investor Presentation 202305 website version
15/06/2023 12:13,aslit,,ASLIT-Investor-Presentation-202305-website-version.pdf,ASLIT Investor Presentation 202305 website version
15/06/2023 12:12,ascot,,ASCOT-Investor-Presentation-202305-website-version.pdf,ASCOT Investor Presentation 202305 website version
14/06/2023 12:09,afund,,AFUND-Assessment-of-Value-Report-CY-2022_2023-06-14-120957_umei.pdf,AFUND Assessment of Value Report CY 2022
01/06/2023 13:51,afund,,AFUND-Application-Pack_2023-06-01-135153_pnfl.pdf,AFUND Application Pack
01/06/2023 13:50,afund,,AFUND-KIID_2023-06-01-135058_ivgl.pdf,AFUND KIID
03/05/2023 12:07,ascot,,ASCOT-Investor-Disclosure-Document_2023-05-03-120735_xeam.pdf,ASCOT Investor Disclosure Document
03/05/2023 12:06,ascot,,ASCOT-Investor-Disclosure-Document_2023-05-03-120623_uwuw.pdf,ASCOT Investor Disclosure Document
03/05/2023 11:55,ascot,,ASCOT-Investor-Disclosure-Document_2023-05-03-115539_jujh.pdf,ASCOT Investor Disclosure Document
03/05/2023 11:53,ascot,,ASCOT-Investor-Disclosure-Document_2023-05-03-115319_uocz.pdf,ASCOT Investor Disclosure Document
27/04/2023 13:05,afund,,AFUND-Prospectus_2023-04-27-130559_cduy.pdf,AFUND Prospectus
02/03/2023 16:43,ascot,,ASCOT-AGM-Results_2023-03-02-164305_cgcn.pdf,ASCOT AGM Results
02/03/2023 14:50,ascot,,ASCOT-AGM-Investor-Presentation_2023-03-02-145000_ypwz.pdf,ASCOT AGM Investor Presentation
02/03/2023 14:47,ascot,,ASCOT-AGM-Results_2023-03-02-144701_pstx.pdf,ASCOT AGM Results
02/03/2023 14:46,ascot,,ASCOT-AGM-Results_2023-03-02-144603_lepg.pdf,ASCOT AGM Results
02/03/2023 10:42,ascot,,ASCoT-AGM-20230302.pdf,AS Co T AGM 20230302
27/02/2023 10:32,ascot,,ASCOT-PRIIPs-KID-2022.pdf,ASCOT PRII Ps KID 2022
21/02/2023 13:13,afund,,AFUND-SID_2023-02-21-131338_nrkf.pdf,AFUND SID
21/02/2023 13:13,afund,,AFUND-Application-Pack_2023-02-21-131319_gsqf.pdf,AFUND Application Pack
21/02/2023 10:00,afund,,AFUND-SID_2023-02-21-100003_xskk.pdf,AFUND SID
21/02/2023 09:59,afund,,AFUND-Application-Pack_2023-02-21-095940_ztpy.pdf,AFUND Application Pack
14/02/2023 12:03,aslit,,ASLIT-Investor-Disclosure-Document_2023-02-14-120349_feyy.pdf,ASLIT Investor Disclosure Document
14/02/2023 11:42,aslit,,ASLIT-Investor-Disclosure-Document_2023-02-14-114254_flqr.pdf,ASLIT Investor Disclosure Document
14/02/2023 10:36,afund,,AFUND-Assessment-of-Value-Report-CY-2022.pdf,AFUND Assessment of Value Report CY 2022
13/02/2023 14:13,afund,,AFUND-Application-Pack_2023-02-13-141346_ppjf.pdf,AFUND Application Pack
13/02/2023 14:13,afund,,AFUND-KIID_2023-02-13-141308_jznm.pdf,AFUND KIID
06/02/2023 09:48,afund,,AFUND-Prospectus-Feb22.pdf,AFUND Prospectus Feb22
02/02/2023 13:26,afund,,AFUND-Prospectus_2023-02-02-132630_heco.pdf,AFUND Prospectus
02/02/2023 13:14,afund,,AFUND-Prospectus_2023-02-02-131421_qnqj.pdf,AFUND Prospectus
02/02/2023 10:28,afund,,afund1222annual_2023-02-02-102835_rdoc.pdf,Afund1222annual
02/02/2023 10:26,afund,,afund1222annual_2023-02-02-102605_zotk.pdf,Afund1222annual
02/02/2023 10:25,afund,,afund1222annual.pdf,Afund1222annual
31/01/2023 14:03,ascot,,ASCOT-Form-of-Proxy.pdf,ASCOT Form of Proxy
30/01/2023 17:08,aslit,,aslit1222interim.pdf,Aslit1222interim
30/01/2023 17:07,ascot,,ascot1222annual.pdf,Ascot1222annual
30/01/2023 17:00,aslit,,210899-ASLIT-IRpt22-Web.pdf,210899 ASLIT I Rpt22 Web
30/01/2023 16:59,ascot,,211545-ASCOT-AR22-Web.pdf,211545 ASCOT AR22 Web
23/01/2023 16:52,aslit,,ASLIT-ZDP-PRIIPs-KID-new_2023-01-23-165257_fxpe.pdf,ASLIT ZDP PRII Ps KID new
23/01/2023 16:51,aslit,,ASLIT-ORD-PRIIPs-KID-new_2023-01-23-165148_vkyr.pdf,ASLIT ORD PRII Ps KID new
23/01/2023 16:37,aslit,,ASLIT-ORD-PRIIPs-KID-new_2023-01-23-163726_mweb.pdf,ASLIT ORD PRII Ps KID new
21/12/2022 11:36,ascot,,ASCOT-PRIIPs-KID_2022-12-21-113658_gkgz.pdf,ASCOT PRII Ps KID
21/12/2022 11:26,aslit,,ASLIT-ZDP-PRIIPs-KID-new.pdf,ASLIT ZDP PRII Ps KID new
21/12/2022 11:23,aslit,,ASLIT-ORD-PRIIPs-KID-new.pdf,ASLIT ORD PRII Ps KID new
21/12/2022 11:16,ascot,,ASCOT-PRIIPs-KID-new.pdf,ASCOT PRII Ps KID new
15/12/2022 14:57,ascot,,ASCoT-Investor-Presentation-202211-WEBSITE_2022-12-15-145715_jeyf.pdf,AS Co T Investor Presentation 202211 WEBSITE
09/12/2022 15:50,afund,,AFUND-Investor-Presentation-202211-WEBSITE.pdf,AFUND Investor Presentation 202211 WEBSITE
09/12/2022 15:49,aslit,,ASLIT-Investor-Presentation-202211-WEBSITE.pdf,ASLIT Investor Presentation 202211 WEBSITE
09/12/2022 15:48,ascot,,ASCoT-Investor-Presentation-202211-WEBSITE.pdf,AS Co T Investor Presentation 202211 WEBSITE
01/11/2022 11:22,aslit,,ASLIT-AGM-20221031.pdf,ASLIT AGM 20221031
01/11/2022 11:20,aslit,,ASLIT-AGM-Results-2022.pdf,ASLIT AGM Results 2022
22/09/2022 06:35,afund,,AFUND-SID_2022-09-22-063555_mpps.pdf,AFUND SID
22/09/2022 06:35,afund,,AFUND-Application-Pack_2022-09-22-063516_dbjt.pdf,AFUND Application Pack
06/09/2022 10:44,aslit,,ASLIT-ZDP-PRIIPs-KID_2022-09-06-104442_arlj.pdf,ASLIT ZDP PRII Ps KID
06/09/2022 10:43,aslit,,ASLIT-ORD-PRIIPs-KID_2022-09-06-104340_wpej.pdf,ASLIT ORD PRII Ps KID
08/08/2022 09:28,aslit,,ASLIT-Investor-Disclosure-Document_2022-08-08-092841_hxpw.pdf,ASLIT Investor Disclosure Document
04/08/2022 09:44,afund,,AFUND-KIID_2022-08-04-094433_ijjr.pdf,AFUND KIID
04/08/2022 09:43,afund,,AFUND-Application-Pack_2022-08-04-094359_aqmp.pdf,AFUND Application Pack
03/08/2022 15:20,afund,,afund0622interim.pdf,Afund0622interim
03/08/2022 15:20,aslit,,ASLIT-Form-of-Proxy-Oct22.pdf,ASLIT Form of Proxy Oct22
03/08/2022 15:20,ascot,,ascot0622interim.pdf,Ascot0622interim
03/08/2022 15:19,aslit,,aslit0622annual.pdf,Aslit0622annual
03/08/2022 15:18,ascot,,204543-ASCoT-WEB_2022-08-03-151849_byhl.pdf,204543 AS Co T WEB
03/08/2022 15:04,afund,,205487-AFUND-Interim-22-WEB.pdf,205487 AFUND Interim 22 WEB
03/08/2022 14:57,aslit,,205485-ASLIT_Proxy-WEB.pdf,205485 ASLIT Proxy WEB
03/08/2022 14:55,aslit,,205485-ASLIT-WEB.pdf,205485 ASLIT WEB
03/08/2022 14:49,ascot,,204543-ASCoT-WEB.pdf,204543 AS Co T WEB
12/06/2022 17:41,afund,,AFUND-SID-May21_2022-06-12-174156_sgdv.pdf,AFUND SID May21
12/06/2022 17:24,afund,,AFUND-SID-May21.pdf,AFUND SID May21
10/06/2022 10:44,afund,,AFUND-Investor-Presentation-May22.pdf,AFUND Investor Presentation May22
10/06/2022 10:43,aslit,,ASLIT-Investor-Presentation-May22.pdf,ASLIT Investor Presentation May22
10/06/2022 10:40,ascot,,ASCOT-Investor-Presentation-May22.pdf,ASCOT Investor Presentation May22
01/04/2022 15:33,ascot,,ascot1221annual-XHTML.zip,Ascot1221annual XHTML
03/03/2022 18:04,ascot,,ASCOT-AGM-Investor-Presentation.pdf,ASCOT AGM Investor Presentation
03/03/2022 18:01,ascot,,ASCOT-AGM-Results_2022-03-03-180121_wtkb.pdf,ASCOT AGM Results
14/02/2022 14:39,aslit,,ASLIT-Investor-Disclosure-Document_2022-02-14-143937_zwmk.pdf,ASLIT Investor Disclosure Document
14/02/2022 14:38,ascot,,ASCOT-Investor-Disclosure-Document_2022-02-14-143838_rgqr.pdf,ASCOT Investor Disclosure Document
11/02/2022 17:14,ascot,,ASCOT-PRIIPs-KID_2022-02-11-171405_opjf.pdf,ASCOT PRII Ps KID
11/02/2022 17:09,ascot,,ASCOT-PRIIPs-KID-11Feb22.pdf,ASCOT PRII Ps KID 11 Feb22
07/02/2022 13:02,afund,,AFUND-Prospectus_2022-02-07-130245_gtda.pdf,AFUND Prospectus
04/02/2022 15:36,afund,,AFUND-Application-Pack_2022-02-04-153649_xvli.pdf,AFUND Application Pack
04/02/2022 15:08,afund,,AFUND-KIID-Feb22.pdf,AFUND KIID Feb22
02/02/2022 12:29,afund,,AFUND-Assessment-of-Value-Report-CY-2021.pdf,AFUND Assessment of Value Report CY 2021
01/02/2022 23:18,afund,,afund1221annual.pdf,Afund1221annual
01/02/2022 15:31,ascot,,ASCOT-Retiring-Auditor-Statement-Jan22.pdf,ASCOT Retiring Auditor Statement Jan22
01/02/2022 15:28,ascot,,ASCOT-Form-of-Proxy-Mar22.pdf,ASCOT Form of Proxy Mar22
01/02/2022 15:25,ascot,,ascot1221annual.pdf,Ascot1221annual
31/01/2022 15:21,aslit,,aslit1221interim.pdf,Aslit1221interim
25/01/2022 17:19,ascot,,ASCOT-Investor-Presentation_2022-01-25-171944_ulgb.pdf,ASCOT Investor Presentation
04/01/2022 15:10,ascot,,ASCOT-PRIIPs-KID_2022-01-04-151011_caqm.pdf,ASCOT PRII Ps KID
04/01/2022 15:08,ascot,,ASCOT-PRIIPs-KID_2022-01-04-150834_sanc.pdf,ASCOT PRII Ps KID
08/12/2021 10:59,afund,,AFUND-Investor-Presentation.pdf,AFUND Investor Presentation
08/12/2021 10:57,aslit,,ASLIT-Investor-Presentation.pdf,ASLIT Investor Presentation
08/12/2021 10:56,ascot,,ASCOT-Investor-Presentation.pdf,ASCOT Investor Presentation
08/11/2021 16:53,aslit,,ASLIT-AGM-Results.pdf,ASLIT AGM Results
04/11/2021 15:40,afund,,AFUND-Application-Pack_2021-11-04-154009_tqpa.pdf,AFUND Application Pack
04/11/2021 15:23,afund,,AFUND-Investing-Checklist_2021-11-04-152303_todk.pdf,AFUND Investing Checklist
26/10/2021 08:02,aslit,,aslit0620annual_2021-10-26-080228_yqdx.pdf,Aslit0620annual
26/10/2021 08:01,ascot,,ascot1220annual_2021-10-26-080115_ujsu.pdf,Ascot1220annual
26/10/2021 07:53,aslit,,aslit0620annual.pdf,Aslit0620annual
26/10/2021 07:48,aslit,,aslit1220interim.pdf,Aslit1220interim
26/10/2021 07:47,ascot,,ascot0621interim.pdf,Ascot0621interim
26/10/2021 07:46,aslit,,aslit0621annual.pdf,Aslit0621annual
26/10/2021 07:43,ascot,,ascot1220annual.pdf,Ascot1220annual
19/10/2021 12:38,afund,,afund0621interim.pdf,Afund0621interim
19/10/2021 12:37,afund,,afund0620interim.pdf,Afund0620interim
19/10/2021 12:37,afund,,afund0619interim.pdf,Afund0619interim
19/10/2021 12:36,afund,,afund0618interim.pdf,Afund0618interim
19/10/2021 12:36,afund,,afund0617interim.pdf,Afund0617interim
19/10/2021 12:36,afund,,afund0616interim.pdf,Afund0616interim
19/10/2021 12:35,afund,,afund0615interim.pdf,Afund0615interim
19/10/2021 12:35,afund,,afund0614interim.pdf,Afund0614interim
19/10/2021 12:35,afund,,afund0613interim.pdf,Afund0613interim
19/10/2021 12:34,afund,,afund0612interim.pdf,Afund0612interim
19/10/2021 12:33,afund,,afund1220annual.pdf,Afund1220annual
19/10/2021 12:33,afund,,afund1219annual.pdf,Afund1219annual
19/10/2021 12:32,afund,,afund1218annual.pdf,Afund1218annual
19/10/2021 12:32,afund,,afund1217annual.pdf,Afund1217annual
19/10/2021 12:32,afund,,afund1216annual.pdf,Afund1216annual
19/10/2021 12:31,afund,,afund1215annual.pdf,Afund1215annual
19/10/2021 12:31,afund,,afund1214annual.pdf,Afund1214annual
19/10/2021 12:30,afund,,afund1213annual.pdf,Afund1213annual
19/10/2021 12:29,afund,,afund1212annualWEBSITE.pdf,Afund1212annual WEBSITE
19/10/2021 12:29,afund,,afund1211annualWEBSITE.pdf,Afund1211annual WEBSITE
19/10/2021 12:28,afund,,AFUND-Value-Assessment-Report-CY-2020.pdf,AFUND Value Assessment Report CY 2020
19/10/2021 12:27,afund,,AFUND-Value-Assessment-Report-CY-2019.pdf,AFUND Value Assessment Report CY 2019
19/10/2021 12:25,afund,,AFUND-Entity-Self-Certification.pdf,AFUND Entity Self Certification
19/10/2021 12:25,afund,,AFUND-Individual-Self-Certification.pdf,AFUND Individual Self Certification
19/10/2021 12:24,afund,,AFUND-Anti-Money-Laundering-Requirements.pdf,AFUND Anti Money Laundering Requirements
19/10/2021 12:23,afund,,AFUND-Tax-Compliance-Requirements.pdf,AFUND Tax Compliance Requirements
19/10/2021 12:23,afund,,AFUND-Bank-Account-Notification-Form.pdf,AFUND Bank Account Notification Form
19/10/2021 12:22,afund,,AFUND-Investing-Checklist.pdf,AFUND Investing Checklist
19/10/2021 12:22,afund,,AFUND-SID.pdf,AFUND SID
19/10/2021 12:21,afund,,AFUND-Prospectus.pdf,AFUND Prospectus
19/10/2021 12:21,afund,,AFUND-KIID.pdf,AFUND KIID
19/10/2021 12:20,afund,,AFUND-Application-Pack.pdf,AFUND Application Pack
19/10/2021 11:58,aslit,,aslit1219interim.pdf,Aslit1219interim
19/10/2021 11:58,aslit,,aslit1218interim.pdf,Aslit1218interim
19/10/2021 11:58,aslit,,aslit1217interim.pdf,Aslit1217interim
19/10/2021 11:55,aslit,,aslit0619annual.pdf,Aslit0619annual
19/10/2021 11:55,aslit,,aslit0618annual.pdf,Aslit0618annual
19/10/2021 11:52,aslit,,ASLIT-ZDP-PRIIPs-KID.pdf,ASLIT ZDP PRII Ps KID
19/10/2021 11:52,aslit,,ASLIT-Prospectus.PDF,ASLIT Prospectus
19/10/2021 11:50,aslit,,ASLIT-Prospectus-Announcement.pdf,ASLIT Prospectus Announcement
19/10/2021 11:50,aslit,,ASLIT-Privacy-Policy.pdf,ASLIT Privacy Policy
19/10/2021 11:49,aslit,,ASLIT-ORD-PRIIPs-KID.pdf,ASLIT ORD PRII Ps KID
19/10/2021 11:49,aslit,,ASLIT-Investor-Disclosure-Document.pdf,ASLIT Investor Disclosure Document
19/10/2021 11:48,aslit,,ASLIT-Form-of-Proxy.pdf,ASLIT Form of Proxy
19/10/2021 11:47,aslit,,ASLIT-Dividend-Mandate-Form.pdf,ASLIT Dividend Mandate Form
19/10/2021 11:46,aslit,,ASLIT-Articles-of-Association.pdf,ASLIT Articles of Association
19/10/2021 10:38,ascot,,ascot0620interim.pdf,Ascot0620interim
19/10/2021 10:38,ascot,,ascot0619interim.pdf,Ascot0619interim
19/10/2021 10:37,ascot,,ascot0618interim.pdf,Ascot0618interim
19/10/2021 10:37,ascot,,ascot0617interim.pdf,Ascot0617interim
19/10/2021 10:36,ascot,,ascot0616interim.pdf,Ascot0616interim
19/10/2021 10:36,ascot,,ascot0615interim.pdf,Ascot0615interim
19/10/2021 10:35,ascot,,ascot0614interim.pdf,Ascot0614interim
19/10/2021 10:34,ascot,,ascot0613interim.pdf,Ascot0613interim
19/10/2021 10:34,ascot,,ascot0612interim.pdf,Ascot0612interim
19/10/2021 10:28,ascot,,ascot1219annual.pdf,Ascot1219annual
19/10/2021 10:28,ascot,,ascot1218annual.pdf,Ascot1218annual
19/10/2021 10:28,ascot,,ascot1217annual.pdf,Ascot1217annual
19/10/2021 10:27,ascot,,ascot1216annual.pdf,Ascot1216annual
19/10/2021 10:27,ascot,,ascot1215annual.pdf,Ascot1215annual
19/10/2021 10:27,ascot,,ascot1214annual.pdf,Ascot1214annual
19/10/2021 10:26,ascot,,ascot1213annual.pdf,Ascot1213annual
19/10/2021 10:26,ascot,,ascot1212annualWEBSITE.pdf,Ascot1212annual WEBSITE
19/10/2021 10:25,ascot,,ascot1211annualWEBSITE.pdf,Ascot1211annual WEBSITE
19/10/2021 10:23,ascot,,ASCOT-Privacy-Policy.pdf,ASCOT Privacy Policy
19/10/2021 10:22,ascot,,ASCOT-PRIIPs-KID.pdf,ASCOT PRII Ps KID
19/10/2021 10:19,ascot,,ASCOT-Investor-Disclosure-Document.pdf,ASCOT Investor Disclosure Document
19/10/2021 10:19,ascot,,ASCOT-Dividend-Mandate-Form.pdf,ASCOT Dividend Mandate Form
19/10/2021 10:18,ascot,,ASCOT-Articles.pdf,ASCOT Articles
19/10/2021 10:10,ascot,,ASCOT-AGM-Results.pdf,ASCOT AGM Results
